trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
738,False,"{'a': 0.6, 'e': 0.0006008604420963865}",25,17,15.701358859417923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.6, 'e': 0.0005948518376754226}",30,16,23.144723775277747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.6, 'e': 0.0005889033192986683}",20,15,10.589319406001458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.0005830142861056817}",20,8,22.53403038366497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.6, 'e': 0.0005771841432446248}",20,16,8.115166879575327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.0005714123018121785}",20,7,21.10590269586785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.0005656981787940568}",30,22,14.928473870225226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.6, 'e': 0.0005600411970061162}",20,7,26.775549066410004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.6, 'e': 0.000554440785036055}",30,18,24.33611660764224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.0005488963771856945}",20,12,14.75856954422064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.6, 'e': 0.0005434074134138375}",20,3,29.23188048048783,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.6, 'e': 0.0005379733392796991}",20,3,30.265352346983722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.6, 'e': 0.0005325936058869021}",25,15,17.61160726726439,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 0.0005272676698280331}",25,3,39.88563225905897,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.6, 'e': 0.0005219949931297528}",25,16,15.823833905334899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.6, 'e': 0.0005167750431984553}",20,6,27.087174729609565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.6, 'e': 0.0005116072927664706}",30,8,38.38258607503785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.6, 'e': 0.000506491219838806}",20,9,19.27927172943445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.6, 'e': 0.0005014263076404179}",25,19,10.791007735387126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.6, 'e': 0.0004964120445640137}",30,16,27.520244301955472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.6, 'e': 0.0004914479241183736}",20,8,20.708739337103456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.6, 'e': 0.00048653344487718987}",25,13,25.000252059470224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 0.00048166811042841797}",20,5,26.199690720870485,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.6, 'e': 0.0004768514293241338}",20,13,13.338427722695588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.6, 'e': 0.00047208291503089244}",20,7,24.904478964028932,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.6, 'e': 0.0004673620858805835}",20,12,15.829672651139804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 0.00046268846502177765}",20,11,13.799974043464877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.6, 'e': 0.0004580615803715599}",20,10,18.772374251589632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.6, 'e': 0.0004534809645678443}",30,17,25.170939986197794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.6, 'e': 0.00044894615492216584}",20,5,26.389466588503645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.6, 'e': 0.00044445669337294416}",20,0,33.37678944537137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
769,False,"{'a': 0.6, 'e': 0.0004400121264392147}",20,7,25.01648190857445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 0.0004356120051748226}",30,10,36.15820047999726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.6, 'e': 0.00043125588512307435}",35,19,27.478856264374315,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.6, 'e': 0.0004269433262718436}",20,14,10.881852767580966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 0.0004226738930091252}",35,21,26.03234758835952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 0.0004184471540790339}",20,12,17.34221590800467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.0004142626825382436}",30,18,22.47681591021094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.6, 'e': 0.0004101200557128611}",25,17,15.73057169477224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.0004060188551557325}",25,11,26.5735029685422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.0004019586666041752}",25,14,18.661050493671162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.0003979390799381334}",20,16,7.5652823433089935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 0.00039395968913875207}",25,9,33.15833688307686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 0.00039002009224736457}",30,18,21.784505507762844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 0.0003861198913248909}",20,16,6.917685003372821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.6, 'e': 0.000382258692411642}",20,11,17.601685513085577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.6, 'e': 0.00037843610548752557}",25,0,40.34134984391439,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
785,False,"{'a': 0.6, 'e': 0.00037465174443265033}",30,11,36.72843290790872,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.0003709052269883238}",20,10,19.44905282222164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.0003671961747184406}",20,12,13.597620922855366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.00036352421297125613}",20,10,18.066017453260777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 0.0003598889708415436}",25,14,20.711493844651383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 0.00035629008113312815}",25,16,19.046777523761694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.0003527271803217969}",25,8,34.856040265489774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 0.0003491999085185789}",20,15,9.884697899404426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 0.0003457079094333931}",25,13,26.397530672624455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.6, 'e': 0.00034225083033905917}",25,7,31.106422873150972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 0.0003388283220356686}",35,28,13.418799748602103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.6, 'e': 0.00033544003881531186}",25,12,19.997338001696896,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 0.00033208563842715877}",25,16,19.38173227642513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.00032876478204288715}",20,12,14.97187022453166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.0003254771342224583}",30,18,26.84834841621129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.6, 'e': 0.0003222223628802337}",20,14,12.599614854224923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.00031900013925143135}",20,16,7.7358089965333034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.6, 'e': 0.00031581013785891707}",20,13,11.903860440364008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.6, 'e': 0.0003126520364803279}",20,8,25.39970627730525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.6, 'e': 0.0003095255161155246}",20,9,22.202711072494125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.6, 'e': 0.00030643026095436934}",20,14,11.33636036742616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.00030336595834482564}",20,13,12.861748314127826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.0003003322987613774}",20,13,14.294239108507982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.6, 'e': 0.0002973289757737636}",25,11,26.885343055133845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.6, 'e': 0.000294355686016026}",25,14,20.941403644677038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.6, 'e': 0.0002914121291558657}",20,12,16.712448637212265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.6, 'e': 0.00028849800786430707}",25,15,20.11600372169832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.000285613027785664}",20,16,7.768690683247266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.6, 'e': 0.00028275689750780733}",30,3,48.25509142518466,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.6, 'e': 0.0002799293285327293}",20,14,9.496529806796497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.00027713003524740195}",25,14,19.7467438632502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.6, 'e': 0.00027435873489492794}",25,15,18.49714516540039,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.00027161514754597864}",30,18,21.702893952238536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.6, 'e': 0.00026889899607051887}",20,2,30.570930952069336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.6, 'e': 0.0002662100061098137}",30,21,19.735707367592575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.6, 'e': 0.00026354790604871554}",20,6,21.785985125992774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.6, 'e': 0.0002609124269882284}",20,12,15.96952163995521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.6, 'e': 0.0002583033027183461}",30,23,14.906196135365256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.6, 'e': 0.00025572026969116266}",35,21,25.75640038214308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.6, 'e': 0.000253163066994251}",20,14,12.388171408706935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.6, 'e': 0.0002506314363243085}",30,13,32.23251492203221,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.0002481251219610654}",20,7,21.20576437781443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.6, 'e': 0.0002456438707414548}",25,10,23.764433532074385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.0002431874320340402}",25,11,30.174383297627095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.6, 'e': 0.00024075555771369982}",20,13,14.287126737918054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.6, 'e': 0.0002383480021365628}",35,17,34.54278193739049,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.6, 'e': 0.00023596452211519718}",30,22,18.258957148119677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.0002336048768940452}",25,12,26.214326480687497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.6, 'e': 0.00023126882812510475}",20,10,20.75958275847587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.6, 'e': 0.0002289561398438537}",20,15,11.037459240675144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.6, 'e': 0.00022666657844541514}",30,17,26.14863413483752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.000224399912660961}",30,12,34.07112212151899,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.00022215591353435139}",35,20,31.047128133411587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.6, 'e': 0.0002199343543990079}",35,13,42.82173765310018,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.6, 'e': 0.0002177350108550178}",30,19,22.814472730675828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.6, 'e': 0.00021555766074646761}",30,17,23.557210418664983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.6, 'e': 0.00021340208413900294}",20,6,30.985709397697942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.6, 'e': 0.00021126806329761292}",20,11,15.722928405999468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.00020915538266463678}",20,10,17.562208190536836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.0002070638288379904}",25,19,11.277404819555242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.6, 'e': 0.0002049931905496105}",25,15,19.085658849129672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.0002029432586441144}",20,7,22.696016599974534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.00020091382605767324}",20,16,7.562049128138257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.6, 'e': 0.0001989046877970965}",30,15,28.554282780903634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.6, 'e': 0.00019691564091912553}",20,13,11.126820120336895,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.6, 'e': 0.00019494648450993428}",20,8,20.018094421727913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.6, 'e': 0.00019299701966483496}",25,14,24.042239654226147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.6, 'e': 0.00019106704946818658}",20,16,9.01438631596666,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.6, 'e': 0.00018915637897350473}",20,12,15.289423848535442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.6, 'e': 0.00018726481518376966}",25,20,11.955827539441055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.6, 'e': 0.00018539216703193198}",30,22,13.711415916360295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.6, 'e': 0.00018353824536161266}",25,8,31.68369672343338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.6, 'e': 0.00018170286290799652}",25,14,21.75329196277791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.6, 'e': 0.00017988583427891656}",35,21,26.412346208966483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.6, 'e': 0.0001780869759361274}",25,16,15.333977213223962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.6, 'e': 0.00017630610617676613}",30,17,26.65957588230654,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.6, 'e': 0.00017454304511499845}",20,8,21.12455763163171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.6, 'e': 0.00017279761466384847}",25,14,21.373084879019032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.6, 'e': 0.00017106963851720998}",20,12,15.407010716575154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.00016935894213203787}",20,0,36.492945173465635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
865,False,"{'a': 0.6, 'e': 0.00016766535271071751}",25,17,12.87660942270687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.0001659886991836103}",25,11,25.310647959918835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.00016432881219177422}",30,19,20.949704989838477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.6, 'e': 0.00016268552406985647}",20,8,22.83817031421224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.0001610586688291579}",20,11,17.627277544495954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.6, 'e': 0.00015944808214086634}",20,3,27.378947130088743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.6, 'e': 0.00015785360131945767}",25,20,11.026485240211949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.6, 'e': 0.00015627506530626307}",20,3,26.765295162783282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.6, 'e': 0.00015471231465320046}",25,13,23.480574183714964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.6, 'e': 0.00015316519150666843}",25,4,39.439445706365376,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.6, 'e': 0.00015163353959160176}",20,12,14.367309666625337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.6, 'e': 0.00015011720419568574}",35,16,35.901234197577004,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.6, 'e': 0.00014861603215372889}",30,21,20.029989781171572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.6, 'e': 0.00014712987183219158}",30,10,39.44210609495301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.6, 'e': 0.00014565857311386968}",20,12,12.194598798721993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.6, 'e': 0.00014420198738273097}",20,8,24.707247104621768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.6, 'e': 0.00014275996750890367}",20,3,32.82697952169041,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.6, 'e': 0.00014133236783381463}",25,14,19.954137295356663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.6, 'e': 0.0001399190441554765}",25,10,27.650035230554177,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.6, 'e': 0.00013851985371392172}",20,8,17.25586417994806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.6, 'e': 0.0001371346551767825}",20,10,15.706692982809063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.6, 'e': 0.00013576330862501469}",20,0,31.288837772802967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
887,False,"{'a': 0.6, 'e': 0.00013440567553876453}",30,16,26.22123753812683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.6, 'e': 0.00013306161878337688}",20,7,24.01345706807575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.6, 'e': 0.00013173100259554311}",30,17,27.33982473434466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.6, 'e': 0.00013041369256958768}",30,12,35.84504727479683,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.0001291095556438918}",25,16,20.234539184185696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.6, 'e': 0.00012781846008745287}",30,19,22.40406622793073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.6, 'e': 0.00012654027548657834}",20,6,26.192395733944032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.6, 'e': 0.00012527487273171256}",30,21,17.20062512008968,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.6, 'e': 0.00012402212400439543}",20,12,15.34445888563502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.6, 'e': 0.00012278190276435148}",20,8,22.684804248290337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.6, 'e': 0.00012155408373670797}",20,5,23.800246608792158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.6, 'e': 0.00012033854289934088}",25,12,22.782948691250873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.6, 'e': 0.00011913515747034747}",30,23,12.882199312035205,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.6, 'e': 0.00011794380589564399}",25,18,11.896216012947804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.6, 'e': 0.00011676436783668756}",25,17,16.438264459673174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.00011559672415832068}",20,6,25.118308448631552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.6, 'e': 0.00011444075691673747}",20,10,18.537644677280312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.6, 'e': 0.0001132963493475701}",30,18,24.749138616148848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.6, 'e': 0.00011216338585409439}",20,5,29.299621979094027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.00011104175199555346}",25,14,23.23397066217508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.6, 'e': 0.00010993133447559791}",25,17,13.142691502126805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.6, 'e': 0.00010883202113084194}",25,8,28.77821158561871,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.6, 'e': 0.00010774370091953352}",20,0,33.16976084014845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
910,False,"{'a': 0.6, 'e': 0.00010666626391033817}",25,16,19.971427535504105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.6, 'e': 0.00010559960127123479}",30,20,18.10418127612463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.6, 'e': 0.00010454360525852245}",25,18,14.214500985976326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.6, 'e': 0.00010349816920593722}",20,15,9.901868426040908,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.6, 'e': 0.00010246318751387785}",25,8,32.27213067912605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.6, 'e': 0.00010143855563873907}",20,2,31.79954428193438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.6, 'e': 0.00010042417008235167}",20,12,16.193802235941405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.6, 'e': 9.941992838152817e-05}",25,13,21.494747356970823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,23.380777708957527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,14.71548220455703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,21.58058438004661,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,28.9354802818042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
