trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.6, 'e': 0.02451245483619269}",25,20,10.958036818198048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.024267330287830763}",20,10,19.741325214164526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.024024656984952455}",25,8,31.725536665928672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.6, 'e': 0.02378441041510293}",20,13,14.868806989255528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.0235465663109519}",25,13,25.485680686404695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.02331110064784238}",30,13,33.71012920114781,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.02307798964136396}",20,14,14.584364129575796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.022847209744950317}",30,21,18.106431736647295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.6, 'e': 0.022618737647500813}",20,12,16.802710909319316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.022392550271025807}",25,14,22.454254010241677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.6, 'e': 0.022168624768315548}",30,1,48.73901716061658,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.021946938520632394}",20,1,16.332846560001666,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.6, 'e': 0.02172746913542607}",25,8,34.04205003854987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.6, 'e': 0.021510194444071807}",25,15,20.463465388725947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.021295092499631088}",25,13,23.999660747958536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.6, 'e': 0.02108214157463478}",30,23,13.151290647719668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.6, 'e': 0.02087132015888843}",25,19,12.516338154373479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.020662606957299545}",20,10,9.228566035469665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.02045598088772655}",20,3,28.48792460406536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.6, 'e': 0.020251421078849283}",35,21,26.14500826481713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.6, 'e': 0.02004890686806079}",20,12,4.410061442705789,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.019848417799380184}",20,3,-9.435616858687185,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
391,False,"{'a': 0.6, 'e': 0.01964993362138638}",30,17,-18.842747775593537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.6, 'e': 0.019453434285172516}",25,18,14.192057887069069,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.01925889994232079}",25,18,13.541911950429109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.019066310942897582}",25,13,22.012770288997665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.01887564783346861}",25,14,-22.450990365955935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.6, 'e': 0.018686891355133923}",20,0,34.90656779961551,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
397,False,"{'a': 0.6, 'e': 0.01850002244158258}",25,13,21.595980590290843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.6, 'e': 0.018315022217166757}",30,18,21.86663883625178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.6, 'e': 0.018131871994995087}",25,10,25.036543080630995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.017950553275045137}",35,20,26.162605790350295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.6, 'e': 0.017771047742294686}",20,7,22.41192111981686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.01759333726487174}",20,10,18.619997057979482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.017417403892223023}",20,12,13.960062464631697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.01724322985330079}",25,13,11.800608257001798,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.017070797554767782}",25,6,35.71851881631361,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.6, 'e': 0.016900089579220106}",35,13,41.578754003023114,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.6, 'e': 0.016731088683427903}",25,12,25.528319966142615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.016563777796593626}",20,10,22.360993917824928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.016398140018627688}",20,13,12.645396190624624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.01623415861844141}",20,10,19.051134332023047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.6, 'e': 0.016071817032256998}",20,10,-2.8079358602879694,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.015911098861934425}",30,16,24.966416647962525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.015751987873315082}",25,11,27.641631395841728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.015594467994581931}",30,3,42.78803752577378,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.6, 'e': 0.015438523314636111}",20,10,19.7240963400073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.6, 'e': 0.01528413808148975}",20,12,13.409291115596963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.015131296700674854}",25,15,8.533532284907785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.014979983733668104}",25,15,20.77062855972234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.014830183896331423}",30,16,28.365303206748973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.014681882057368109}",30,20,19.077255947437685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.014535063236794427}",20,16,7.253426433098138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.6, 'e': 0.014389712604426484}",20,13,13.343439162369814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.014245815478382218}",20,9,19.194943927992075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.6, 'e': 0.014103357323598397}",25,16,19.852354568966238,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.013962323750362412}",20,12,3.1318575043314247,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.013822700512858787}",20,9,22.29446690319918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.013684473507730199}",35,17,22.936470472973888,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.013547628772652897}",20,13,15.104995493811746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.013412152484926368}",25,11,28.216016377851606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.013278030960077104}",30,12,33.2912634167322,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.6, 'e': 0.013145250650476333}",20,16,7.265817380998679,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.01301379814397157}",30,8,37.32243519547797,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.012883660162531854}",25,18,13.979181179242355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.6, 'e': 0.012754823560906535}",20,9,11.365569663338269,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.01262727532529747}",20,1,30.39692973367175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.6, 'e': 0.012501002572044496}",25,11,31.737899115446282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.01237599254632405}",25,9,-25.02542811010456,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.6, 'e': 0.012252232620860809}",25,17,15.472725317934207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.6, 'e': 0.012129710294652202}",25,15,20.855704714902966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.01200841319170568}",30,14,28.771487930506787,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.6, 'e': 0.011888329059788622}",20,12,20.056951547486655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.011769445769190735}",30,10,33.28033919029488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.011651751311498829}",20,9,18.798147699146483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.01153523379838384}",20,12,15.509427152702415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.011419881460400001}",25,12,23.78566015197841,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.011305682645796001}",25,17,-5.955586503387419,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
447,False,"{'a': 0.6, 'e': 0.011192625819338041}",20,11,15.545749611745341,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.011080699561144661}",20,13,13.777370115652458,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.010969892565533214}",30,16,25.42174009989242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.6, 'e': 0.010860193639877882}",20,12,17.45027260003231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.010751591703479103}",35,16,35.17024392807875,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.010644075786444312}",25,17,14.672086392145223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.01053763502857987}",20,14,9.304264269574128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.01043225867829407}",30,12,30.18527828782096,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.01032793609151113}",30,19,21.16088997583365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.010224656730596018}",25,15,19.62436569356628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.010122410163290057}",25,17,16.13360338986084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.010021186061657156}",20,8,21.040324660703693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.009920974201040586}",20,12,12.460021719283592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.009821764459030179}",20,12,11.33460387108613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.6, 'e': 0.009723546814439878}",25,15,20.18458500344382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.6, 'e': 0.009626311346295479}",30,17,12.842063265253339,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.6, 'e': 0.009530048232832523}",20,12,12.642194647199098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.6, 'e': 0.009434747750504199}",20,10,20.28647608748436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.6, 'e': 0.009340400272999157}",20,6,23.74631884783294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.6, 'e': 0.009246996270269165}",20,14,10.55280094124986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.6, 'e': 0.009154526307566474}",20,14,14.047090218554048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.6, 'e': 0.009062981044490808}",20,9,20.123086023683523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.6, 'e': 0.0089723512340459}",20,3,30.781599244534114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.6, 'e': 0.00888262772170544}",35,25,17.401209327914273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.6, 'e': 0.008793801444488386}",30,13,29.872063554503978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.6, 'e': 0.008705863430043502}",25,16,15.728976197494884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.6, 'e': 0.008618804795743068}",20,13,14.789309880323305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.6, 'e': 0.008532616747785637}",30,13,28.714902514538053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.6, 'e': 0.00844729058030778}",20,14,8.997105027400007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.6, 'e': 0.008362817674504702}",20,7,22.160585393515873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.6, 'e': 0.008279189497759656}",20,8,22.083259003146487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.6, 'e': 0.008196397602782058}",30,20,17.884997192168225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.6, 'e': 0.008114433626754238}",25,7,31.763308766645565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.6, 'e': 0.008033289290486696}",25,12,25.130360038171197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.6, 'e': 0.00795295639758183}",30,12,34.015640082562626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.6, 'e': 0.00787342683360601}",25,3,32.9065295663396,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.6, 'e': 0.0077946925652699495}",30,10,37.28125587600461,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.00771674563961725}",20,9,20.715036875719584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.6, 'e': 0.007639578183221077}",20,12,16.356182280535286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.6, 'e': 0.0075631824013888665}",30,16,25.89051410733801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.6, 'e': 0.0074875505773749785}",20,11,14.051968477975272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.6, 'e': 0.007412675071601228}",25,8,30.14448810906082,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.6, 'e': 0.007338548320885216}",20,13,13.004111007804301,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.6, 'e': 0.0072651628376763635}",20,1,33.42135137751377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.6, 'e': 0.0071925112092996}",25,11,28.956838608725768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.6, 'e': 0.007120586097206604}",25,14,20.871239474776043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.6, 'e': 0.007049380236234538}",20,16,7.704792167416906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.6, 'e': 0.006978886433872193}",25,11,26.615730416606752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.6, 'e': 0.00690909756953347}",25,19,11.321450729321398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.6, 'e': 0.006840006593838136}",20,13,13.621497372125006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.6, 'e': 0.006771606527899755}",25,13,-24.532591564930435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.6, 'e': 0.0067038904626207565}",25,15,16.215831345795433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.6, 'e': 0.006636851557994549}",20,8,20.86250929367374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.6, 'e': 0.006570483042414603}",20,6,24.974570432556714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.6, 'e': 0.006504778211990457}",30,18,23.494775400097126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.006439730429870553}",30,17,29.524210755904974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.006375333125571847}",20,14,13.116789163023292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.6, 'e': 0.006311579794316129}",30,10,38.896654039190196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.6, 'e': 0.006248463996372967}",30,11,32.39420574062716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.6, 'e': 0.0061859793564092375}",35,24,21.5150463760915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.6, 'e': 0.006124119562845145}",25,19,10.505629868332944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.0060628783672166935}",35,19,28.166884104169014,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.6, 'e': 0.006002249583544526}",20,11,18.411684757205034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.6, 'e': 0.005942227087709081}",25,16,19.11984405007763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.6, 'e': 0.00588280481683199}",30,11,32.95570342627666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.6, 'e': 0.005823976768663671}",30,14,28.63679810514351,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.6, 'e': 0.0057657370009770335}",25,13,24.06757319036782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.6, 'e': 0.005708079630967263}",25,20,9.942632404413201,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.6, 'e': 0.00565099883465759}",30,22,15.707028544852152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.6, 'e': 0.005594488846311015}",25,14,20.026442912580812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.6, 'e': 0.005538543957847904}",25,11,26.91452711004769,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.6, 'e': 0.005483158518269426}",30,21,18.74615352094186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.6, 'e': 0.005428326933086731}",25,16,17.444384027435525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.6, 'e': 0.005374043663755864}",30,19,23.481350255597853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.6, 'e': 0.005320303227118305}",30,20,19.78724686504382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.6, 'e': 0.005267100194847122}",25,14,22.154485795168064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.6, 'e': 0.005214429192898651}",20,6,21.455571221430922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.6, 'e': 0.005162284900969664}",30,19,20.601570762439295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.6, 'e': 0.005110662051959968}",25,17,15.956079646554988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.6, 'e': 0.005059555431440368}",20,14,13.015748679772347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 0.005008959877125964}",25,7,-9.82089062678102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.6, 'e': 0.0049588702783547045}",30,16,23.640896888091458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.6, 'e': 0.004909281575571157}",20,9,22.786138458128057,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.6, 'e': 0.0048601887598154455}",30,16,25.731606525675005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.6, 'e': 0.004811586872217291}",20,10,21.48316530872701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.6, 'e': 0.004763471003495118}",25,7,32.41461643102851,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.6, 'e': 0.004715836293460167}",25,17,15.80035689858754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.6, 'e': 0.004668677930525565}",20,12,16.109523086175386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.6, 'e': 0.0046219911512203095}",25,8,33.32928780106863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.6, 'e': 0.004575771239708106}",30,11,28.820897935876673,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.6, 'e': 0.004530013527311025}",20,8,18.977702978798284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.6, 'e': 0.004484713392037915}",25,12,24.22228058740827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.6, 'e': 0.004439866258117536}",35,13,42.555965238352506,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.6, 'e': 0.004395467595536361}",25,7,30.802044551563355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.6, 'e': 0.0043515129195809965}",30,7,38.15158569501925,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.6, 'e': 0.004307997790385187}",20,16,8.749257334337273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.6, 'e': 0.004264917812481335}",20,3,27.54391950315603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.6, 'e': 0.004222268634356522}",20,16,8.204193394211357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.6, 'e': 0.004180045948012957}",20,12,16.134867851541706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.6, 'e': 0.004138245488532827}",30,20,18.625322032242376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.6, 'e': 0.004096863033647498}",20,16,8.197489163493984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.6, 'e': 0.0040558944033110235}",25,20,9.722344883794465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.6, 'e': 0.004015335459277913}",20,16,6.052461899382537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.6, 'e': 0.003975182104685134}",20,9,18.878375190392273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.6, 'e': 0.003935430283638282}",25,13,25.350633828522888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.6, 'e': 0.0038960759808018995}",20,13,16.159356365092254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.6, 'e': 0.0038571152209938807}",25,5,40.061972345421694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
